,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation1,param_activation2,param_batch_size,param_dropout1,param_dropout2,param_epochs,param_input_dim,param_loss,param_optimizer,param_units1,param_units2,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,11.915746092796326,0.3497863012907094,0.13675522804260254,0.015464023178051185,relu,relu,32,0.1,0.1,100,954,categorical_crossentropy,adam,50,50,"{'activation1': 'relu', 'activation2': 'relu', 'batch_size': 32, 'dropout1': 0.1, 'dropout2': 0.1, 'epochs': 100, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 50, 'units2': 50}",0.7562500238418579,0.6968749761581421,0.6859375238418579,0.706250011920929,0.6781250238418579,0.7109375,0.6703125238418579,0.671875,0.7265625,0.6937500238418579,0.6996875107288361,0.02534719769032228,1181
1,12.131130743026734,0.046927939122885995,0.1491786003112793,0.06012584973005917,relu,relu,32,0.1,0.1,100,954,categorical_crossentropy,adam,50,100,"{'activation1': 'relu', 'activation2': 'relu', 'batch_size': 32, 'dropout1': 0.1, 'dropout2': 0.1, 'epochs': 100, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 50, 'units2': 100}",0.778124988079071,0.7250000238418579,0.6890624761581421,0.6781250238418579,0.6796875,0.776562511920929,0.7109375,0.6812499761581421,0.682812511920929,0.715624988079071,0.71171875,0.036384785468222706,1001
2,12.890349960327148,0.10334681776914442,0.12848360538482667,0.0030647036475485497,relu,relu,32,0.1,0.1,100,954,categorical_crossentropy,adam,50,200,"{'activation1': 'relu', 'activation2': 'relu', 'batch_size': 32, 'dropout1': 0.1, 'dropout2': 0.1, 'epochs': 100, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 50, 'units2': 200}",0.7593749761581421,0.7265625,0.715624988079071,0.723437488079071,0.706250011920929,0.6875,0.703125,0.6796875,0.7093750238418579,0.6953125,0.7106249988079071,0.021501264990284957,1016
3,15.102466249465943,0.12074160956705003,0.12463212013244629,0.0031738553893512662,relu,relu,32,0.1,0.1,100,954,categorical_crossentropy,adam,50,500,"{'activation1': 'relu', 'activation2': 'relu', 'batch_size': 32, 'dropout1': 0.1, 'dropout2': 0.1, 'epochs': 100, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 50, 'units2': 500}",0.784375011920929,0.737500011920929,0.692187488079071,0.737500011920929,0.660937488079071,0.71875,0.721875011920929,0.7015625238418579,0.703125,0.6953125,0.7153125047683716,0.031682944924070804,957
4,13.614371609687804,0.10443906213092094,0.12336587905883789,0.002428120668766156,relu,relu,32,0.1,0.1,100,954,categorical_crossentropy,adam,100,50,"{'activation1': 'relu', 'activation2': 'relu', 'batch_size': 32, 'dropout1': 0.1, 'dropout2': 0.1, 'epochs': 100, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 100, 'units2': 50}",0.7484375238418579,0.7421875,0.6890624761581421,0.7124999761581421,0.6937500238418579,0.753125011920929,0.699999988079071,0.71875,0.734375,0.692187488079071,0.7184374988079071,0.023362387810540928,915
5,14.106288576126099,0.11687196855699762,0.14586329460144043,0.06694255146314357,relu,relu,32,0.1,0.1,100,954,categorical_crossentropy,adam,100,100,"{'activation1': 'relu', 'activation2': 'relu', 'batch_size': 32, 'dropout1': 0.1, 'dropout2': 0.1, 'epochs': 100, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 100, 'units2': 100}",0.746874988079071,0.721875011920929,0.6499999761581421,0.706250011920929,0.7046874761581421,0.754687488079071,0.682812511920929,0.6937500238418579,0.753125011920929,0.703125,0.71171875,0.03165557284539807,1001
6,15.132871675491334,0.10533846954134467,0.12384350299835205,0.0021841637915651683,relu,relu,32,0.1,0.1,100,954,categorical_crossentropy,adam,100,200,"{'activation1': 'relu', 'activation2': 'relu', 'batch_size': 32, 'dropout1': 0.1, 'dropout2': 0.1, 'epochs': 100, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 100, 'units2': 200}",0.7828124761581421,0.6875,0.739062488079071,0.692187488079071,0.699999988079071,0.731249988079071,0.707812488079071,0.7124999761581421,0.676562488079071,0.6499999761581421,0.7079687356948853,0.0349417050489064,1064
7,18.338544487953186,0.22915415043925108,0.1249347448348999,0.002020278711553134,relu,relu,32,0.1,0.1,100,954,categorical_crossentropy,adam,100,500,"{'activation1': 'relu', 'activation2': 'relu', 'batch_size': 32, 'dropout1': 0.1, 'dropout2': 0.1, 'epochs': 100, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 100, 'units2': 500}",0.7593749761581421,0.71875,0.7281249761581421,0.7109375,0.6890624761581421,0.7593749761581421,0.7093750238418579,0.703125,0.692187488079071,0.684374988079071,0.7154687404632568,0.025382325400523084,956
8,18.22277319431305,0.16584904708689552,0.12556498050689696,0.0046384894155770415,relu,relu,32,0.1,0.1,100,954,categorical_crossentropy,adam,200,50,"{'activation1': 'relu', 'activation2': 'relu', 'batch_size': 32, 'dropout1': 0.1, 'dropout2': 0.1, 'epochs': 100, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 200, 'units2': 50}",0.737500011920929,0.714062511920929,0.707812488079071,0.692187488079071,0.6953125,0.75,0.675000011920929,0.7015625238418579,0.729687511920929,0.6796875,0.7082812547683716,0.02341718002658511,1049
9,19.243218493461608,0.1292347748278924,0.1250997543334961,0.0021658386286207885,relu,relu,32,0.1,0.1,100,954,categorical_crossentropy,adam,200,100,"{'activation1': 'relu', 'activation2': 'relu', 'batch_size': 32, 'dropout1': 0.1, 'dropout2': 0.1, 'epochs': 100, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 200, 'units2': 100}",0.7421875,0.7015625238418579,0.715624988079071,0.71875,0.7124999761581421,0.7250000238418579,0.692187488079071,0.6875,0.698437511920929,0.645312488079071,0.70390625,0.02493399840882668,1131
10,20.596382117271425,0.47797965924408736,0.1258173704147339,0.0025722508277424864,relu,relu,32,0.1,0.1,100,954,categorical_crossentropy,adam,200,200,"{'activation1': 'relu', 'activation2': 'relu', 'batch_size': 32, 'dropout1': 0.1, 'dropout2': 0.1, 'epochs': 100, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 200, 'units2': 200}",0.7718750238418579,0.707812488079071,0.6468750238418579,0.6968749761581421,0.6953125,0.7359374761581421,0.7171875238418579,0.676562488079071,0.721875011920929,0.671875,0.7042187511920929,0.03362861702943893,1124
11,25.452097129821777,0.6643603325776087,0.12636473178863525,0.002263886604719206,relu,relu,32,0.1,0.1,100,954,categorical_crossentropy,adam,200,500,"{'activation1': 'relu', 'activation2': 'relu', 'batch_size': 32, 'dropout1': 0.1, 'dropout2': 0.1, 'epochs': 100, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 200, 'units2': 500}",0.7437499761581421,0.7124999761581421,0.7250000238418579,0.707812488079071,0.6546875238418579,0.7281249761581421,0.71875,0.699999988079071,0.7406250238418579,0.671875,0.7103124976158142,0.027074111944326813,1023
12,32.53481497764587,1.423125542997363,0.12847697734832764,0.002468489899280222,relu,relu,32,0.1,0.1,100,954,categorical_crossentropy,adam,500,50,"{'activation1': 'relu', 'activation2': 'relu', 'batch_size': 32, 'dropout1': 0.1, 'dropout2': 0.1, 'epochs': 100, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 500, 'units2': 50}",0.7328125238418579,0.692187488079071,0.706250011920929,0.6796875,0.682812511920929,0.690625011920929,0.7015625238418579,0.6875,0.6812499761581421,0.6796875,0.6934375047683716,0.015699829970496484,1242
