,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation1,param_batch_size,param_dropout1,param_epochs,param_input_dim,param_loss,param_optimizer,param_units1,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,11.133506250381469,0.8144710218471629,0.4884883165359497,0.08476116772224597,relu,64,0.01,500,954,categorical_crossentropy,adam,100,"{'activation1': 'relu', 'batch_size': 64, 'dropout1': 0.01, 'epochs': 500, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 100}",0.4642857015132904,0.25,0.3571428656578064,0.3928571343421936,0.2142857164144516,0.2142857164144516,0.1785714328289032,0.3214285671710968,0.3571428656578064,0.3571428656578064,0.31071428656578065,0.08755464480995809,630
1,12.744285678863525,0.833741398461478,0.4869258880615234,0.10431147222231567,relu,64,0.01,500,954,categorical_crossentropy,adam,250,"{'activation1': 'relu', 'batch_size': 64, 'dropout1': 0.01, 'epochs': 500, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 250}",0.5,0.1785714328289032,0.3571428656578064,0.3571428656578064,0.2857142984867096,0.25,0.2857142984867096,0.3571428656578064,0.3214285671710968,0.2857142984867096,0.3178571492433548,0.08057510019551706,388
2,18.56149356365204,0.9473850271871131,0.4990234375,0.0873838439612433,relu,64,0.01,500,954,categorical_crossentropy,adam,500,"{'activation1': 'relu', 'batch_size': 64, 'dropout1': 0.01, 'epochs': 500, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 500}",0.5,0.1428571492433548,0.3571428656578064,0.3571428656578064,0.2857142984867096,0.2142857164144516,0.25,0.3571428656578064,0.2142857164144516,0.3571428656578064,0.30357143431901934,0.09748102922323576,774
3,25.053925728797914,2.681181434586938,0.5079156160354614,0.0606944920889253,relu,64,0.01,500,954,categorical_crossentropy,adam,750,"{'activation1': 'relu', 'batch_size': 64, 'dropout1': 0.01, 'epochs': 500, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 750}",0.5357142686843872,0.2142857164144516,0.3571428656578064,0.3571428656578064,0.2857142984867096,0.25,0.1785714328289032,0.2857142984867096,0.25,0.2142857164144516,0.29285714626312254,0.09819804648737689,1132
4,27.842338061332704,1.8439816234999817,0.3909873962402344,0.05114449388999351,relu,64,0.01,500,954,categorical_crossentropy,adam,1000,"{'activation1': 'relu', 'batch_size': 64, 'dropout1': 0.01, 'epochs': 500, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 1000}",0.5,0.25,0.3214285671710968,0.3214285671710968,0.2857142984867096,0.2142857164144516,0.1428571492433548,0.3571428656578064,0.2857142984867096,0.25,0.29285714626312254,0.09006800040663555,1132
5,38.51185019016266,3.7685806403825906,0.4119677782058716,0.07974276841509939,relu,64,0.01,500,954,categorical_crossentropy,adam,1500,"{'activation1': 'relu', 'batch_size': 64, 'dropout1': 0.01, 'epochs': 500, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 1500}",0.5,0.1428571492433548,0.3214285671710968,0.3571428656578064,0.2857142984867096,0.2857142984867096,0.25,0.3214285671710968,0.2857142984867096,0.2857142984867096,0.30357143431901934,0.08489188610313733,774
6,26.911080479621887,1.7477726878222288,0.3731838226318359,0.05980932266298643,relu,64,0.01,1500,954,categorical_crossentropy,adam,100,"{'activation1': 'relu', 'batch_size': 64, 'dropout1': 0.01, 'epochs': 1500, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 100}",0.5,0.2857142984867096,0.3571428656578064,0.2857142984867096,0.25,0.25,0.2857142984867096,0.3571428656578064,0.2142857164144516,0.3571428656578064,0.31428572088479995,0.0779193719742007,473
7,33.21989991664886,2.5084920830304593,0.40822854042053225,0.12841788025534437,relu,64,0.01,1500,954,categorical_crossentropy,adam,250,"{'activation1': 'relu', 'batch_size': 64, 'dropout1': 0.01, 'epochs': 1500, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 250}",0.5,0.2142857164144516,0.4285714328289032,0.3928571343421936,0.25,0.25,0.25,0.2857142984867096,0.3571428656578064,0.2142857164144516,0.3142857164144516,0.09422075619929007,499
8,47.495036935806276,3.3261776871208024,0.3395617246627808,0.08327055682459451,relu,64,0.01,1500,954,categorical_crossentropy,adam,500,"{'activation1': 'relu', 'batch_size': 64, 'dropout1': 0.01, 'epochs': 1500, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 500}",0.5,0.1785714328289032,0.3928571343421936,0.3928571343421936,0.2857142984867096,0.25,0.25,0.2857142984867096,0.1785714328289032,0.2857142984867096,0.3000000029802322,0.09609731133081711,912
9,64.35811583995819,6.456709485289342,0.3773410081863403,0.06538447181558787,relu,64,0.01,1500,954,categorical_crossentropy,adam,750,"{'activation1': 'relu', 'batch_size': 64, 'dropout1': 0.01, 'epochs': 1500, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 750}",0.5,0.25,0.3214285671710968,0.3214285671710968,0.2857142984867096,0.25,0.1785714328289032,0.3571428656578064,0.2142857164144516,0.2142857164144516,0.2892857164144516,0.0881354471051251,1230
