,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation1,param_batch_size,param_dropout1,param_epochs,param_input_dim,param_loss,param_optimizer,param_units1,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,71.4891125202179,5.013293600089551,0.6059816360473633,0.11689681393939245,relu,64,0.01,500,954,categorical_crossentropy,adam,100,"{'activation1': 'relu', 'batch_size': 64, 'dropout1': 0.01, 'epochs': 500, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 100}",0.75,0.8071428537368774,0.7821428775787354,0.7928571701049805,0.7464285492897034,0.8285714387893677,0.800000011920929,0.8071428537368774,0.7857142686843872,0.7785714268684387,0.7878571450710297,0.02418044997969825,1148
1,87.32510590553284,2.6588534076923134,0.50822012424469,0.09534598157690559,relu,64,0.01,500,954,categorical_crossentropy,adam,250,"{'activation1': 'relu', 'batch_size': 64, 'dropout1': 0.01, 'epochs': 500, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 250}",0.7464285492897034,0.7892857193946838,0.8035714030265808,0.8214285969734192,0.7964285612106323,0.8321428298950195,0.7714285850524902,0.800000011920929,0.7892857193946838,0.7714285850524902,0.7921428561210633,0.023733210339861498,1087
2,146.47813851833342,9.137161094900998,0.5068988084793091,0.06163244001218719,relu,64,0.01,500,954,categorical_crossentropy,adam,500,"{'activation1': 'relu', 'batch_size': 64, 'dropout1': 0.01, 'epochs': 500, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 500}",0.7678571343421936,0.8321428298950195,0.7678571343421936,0.7821428775787354,0.7785714268684387,0.8071428537368774,0.7821428775787354,0.7571428418159485,0.800000011920929,0.7535714507102966,0.7828571438789368,0.023023939550462513,1220
3,200.7969419002533,23.272472996613452,0.5075728893280029,0.06405196732473876,relu,64,0.01,500,954,categorical_crossentropy,adam,750,"{'activation1': 'relu', 'batch_size': 64, 'dropout1': 0.01, 'epochs': 500, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 750}",0.8107143044471741,0.7821428775787354,0.800000011920929,0.7785714268684387,0.7964285612106323,0.8178571462631226,0.7785714268684387,0.8107143044471741,0.800000011920929,0.7535714507102966,0.792857152223587,0.01855768640460393,1074
4,221.99113688468933,25.85341547843394,0.41707046031951905,0.07822819490244562,relu,64,0.01,500,954,categorical_crossentropy,adam,1000,"{'activation1': 'relu', 'batch_size': 64, 'dropout1': 0.01, 'epochs': 500, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 1000}",0.824999988079071,0.8178571462631226,0.7749999761581421,0.7607142925262451,0.7678571343421936,0.7785714268684387,0.7964285612106323,0.7571428418159485,0.7928571701049805,0.7678571343421936,0.7839285671710968,0.02226063368837043,1206
5,308.8728140115738,22.78014715275233,0.42914209365844724,0.13318270607668953,relu,64,0.01,500,954,categorical_crossentropy,adam,1500,"{'activation1': 'relu', 'batch_size': 64, 'dropout1': 0.01, 'epochs': 500, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 1500}",0.7821428775787354,0.8178571462631226,0.7821428775787354,0.8035714030265808,0.8035714030265808,0.7928571701049805,0.8035714030265808,0.7964285612106323,0.7821428775787354,0.7607142925262451,0.7925000011920929,0.015357132152079067,1078
6,205.08366525173187,22.83157059222887,0.36485340595245364,0.04800504688099597,relu,64,0.01,1500,954,categorical_crossentropy,adam,100,"{'activation1': 'relu', 'batch_size': 64, 'dropout1': 0.01, 'epochs': 1500, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 100}",0.8178571462631226,0.8107143044471741,0.800000011920929,0.8071428537368774,0.8321428298950195,0.8178571462631226,0.7857142686843872,0.7928571701049805,0.8071428537368774,0.8107143044471741,0.8082142889499664,0.012581362907759167,888
7,241.9357502937317,22.097763567116118,0.39081010818481443,0.13415468917360368,relu,64,0.01,1500,954,categorical_crossentropy,adam,250,"{'activation1': 'relu', 'batch_size': 64, 'dropout1': 0.01, 'epochs': 1500, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 250}",0.8285714387893677,0.8107143044471741,0.8035714030265808,0.8178571462631226,0.8107143044471741,0.8107143044471741,0.8214285969734192,0.8107143044471741,0.8285714387893677,0.7714285850524902,0.8114285826683044,0.015468864220317707,845
8,407.7045746564865,56.655948226588855,0.33621892929077146,0.045397219960271115,relu,64,0.01,1500,954,categorical_crossentropy,adam,500,"{'activation1': 'relu', 'batch_size': 64, 'dropout1': 0.01, 'epochs': 1500, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 500}",0.7892857193946838,0.8142856955528259,0.800000011920929,0.8178571462631226,0.7749999761581421,0.7821428775787354,0.8178571462631226,0.8035714030265808,0.8214285969734192,0.8071428537368774,0.8028571426868438,0.015303063970683447,964
9,572.5974467754364,70.09478789595435,0.38413047790527344,0.04528471299167086,relu,64,0.01,1500,954,categorical_crossentropy,adam,750,"{'activation1': 'relu', 'batch_size': 64, 'dropout1': 0.01, 'epochs': 1500, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 750}",0.8035714030265808,0.7928571701049805,0.7678571343421936,0.800000011920929,0.7964285612106323,0.8464285731315613,0.8392857313156128,0.8285714387893677,0.8607142567634583,0.7857142686843872,0.8121428549289703,0.02835633256265741,836
10,658.1180600166321,77.05651339409772,0.4067422866821289,0.07863299116520264,relu,64,0.01,1500,954,categorical_crossentropy,adam,1000,"{'activation1': 'relu', 'batch_size': 64, 'dropout1': 0.01, 'epochs': 1500, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 1000}",0.7821428775787354,0.8214285969734192,0.7714285850524902,0.8214285969734192,0.824999988079071,0.8321428298950195,0.8035714030265808,0.7964285612106323,0.8571428656578064,0.7785714268684387,0.8089285731315613,0.025815769952437992,879
11,884.4057866096497,35.870990357553794,0.4355855703353882,0.16041800116351956,relu,64,0.01,1500,954,categorical_crossentropy,adam,1500,"{'activation1': 'relu', 'batch_size': 64, 'dropout1': 0.01, 'epochs': 1500, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 1500}",0.7821428775787354,0.8107143044471741,0.7928571701049805,0.8107143044471741,0.8071428537368774,0.8285714387893677,0.8321428298950195,0.8321428298950195,0.8607142567634583,0.7928571701049805,0.8150000035762787,0.02240624890814302,781
12,366.7171054601669,82.0663196769551,0.4469440221786499,0.19885189272645423,relu,64,0.01,3000,954,categorical_crossentropy,adam,100,"{'activation1': 'relu', 'batch_size': 64, 'dropout1': 0.01, 'epochs': 3000, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 100}",0.8464285731315613,0.8571428656578064,0.824999988079071,0.8178571462631226,0.8178571462631226,0.8214285969734192,0.8214285969734192,0.824999988079071,0.8321428298950195,0.7785714268684387,0.8242857158184052,0.019548474417051796,564
13,453.00452802181246,75.17232842401575,0.3401821136474609,0.05249247092090973,relu,64,0.01,3000,954,categorical_crossentropy,adam,250,"{'activation1': 'relu', 'batch_size': 64, 'dropout1': 0.01, 'epochs': 3000, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 250}",0.8071428537368774,0.8392857313156128,0.8035714030265808,0.7785714268684387,0.8500000238418579,0.8535714149475098,0.8321428298950195,0.8214285969734192,0.8071428537368774,0.7857142686843872,0.8178571403026581,0.024484486429075972,724
14,828.9515714406967,103.39141746803786,0.4328944444656372,0.08860246864733799,relu,64,0.01,3000,954,categorical_crossentropy,adam,500,"{'activation1': 'relu', 'batch_size': 64, 'dropout1': 0.01, 'epochs': 3000, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 500}",0.8285714387893677,0.8392857313156128,0.8035714030265808,0.8428571224212646,0.8642857074737549,0.8428571224212646,0.8214285969734192,0.8035714030265808,0.8535714149475098,0.8214285969734192,0.8321428537368775,0.019099631622078818,357
15,1122.809674501419,92.58678839435187,0.4784749746322632,0.10073403344181314,relu,64,0.01,3000,954,categorical_crossentropy,adam,750,"{'activation1': 'relu', 'batch_size': 64, 'dropout1': 0.01, 'epochs': 3000, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 750}",0.8214285969734192,0.8214285969734192,0.8107143044471741,0.8214285969734192,0.8142856955528259,0.8071428537368774,0.8321428298950195,0.8285714387893677,0.8500000238418579,0.7821428775787354,0.8189285814762115,0.016831244600332522,700
16,1261.8585512876512,144.554243502275,0.43135645389556887,0.12657565826358003,relu,64,0.01,3000,954,categorical_crossentropy,adam,1000,"{'activation1': 'relu', 'batch_size': 64, 'dropout1': 0.01, 'epochs': 3000, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 1000}",0.8178571462631226,0.8107143044471741,0.8178571462631226,0.8321428298950195,0.8392857313156128,0.8500000238418579,0.8392857313156128,0.8035714030265808,0.8321428298950195,0.8107143044471741,0.8253571450710296,0.014502819120626599,530
