,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation1,param_activation2,param_batch_size,param_dropout1,param_dropout2,param_epochs,param_input_dim,param_loss,param_optimizer,param_units1,param_units2,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,6.680179858207703,0.4154641169216516,0.13734331130981445,0.01733084901508235,relu,relu,32,0.1,0.1,100,954,categorical_crossentropy,adam,50,50,"{'activation1': 'relu', 'activation2': 'relu', 'batch_size': 32, 'dropout1': 0.1, 'dropout2': 0.1, 'epochs': 100, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 50, 'units2': 50}",0.6156250238418579,0.606249988079071,0.6875,0.684374988079071,0.6781250238418579,0.609375,0.668749988079071,0.668749988079071,0.7093750238418579,0.612500011920929,0.6540625035762787,0.03687102824780606,1124
1,6.649679970741272,0.02280573929426775,0.15098466873168945,0.06116217828021506,relu,relu,32,0.1,0.1,100,954,categorical_crossentropy,adam,50,100,"{'activation1': 'relu', 'activation2': 'relu', 'batch_size': 32, 'dropout1': 0.1, 'dropout2': 0.1, 'epochs': 100, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 50, 'units2': 100}",0.6468750238418579,0.668749988079071,0.6937500238418579,0.699999988079071,0.6000000238418579,0.659375011920929,0.643750011920929,0.684374988079071,0.715624988079071,0.65625,0.6668750047683716,0.03175220503340574,947
2,7.081369090080261,0.11066437093739678,0.12979049682617189,0.0013068543418612393,relu,relu,32,0.1,0.1,100,954,categorical_crossentropy,adam,50,200,"{'activation1': 'relu', 'activation2': 'relu', 'batch_size': 32, 'dropout1': 0.1, 'dropout2': 0.1, 'epochs': 100, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 50, 'units2': 200}",0.628125011920929,0.612500011920929,0.6937500238418579,0.715624988079071,0.643750011920929,0.6656249761581421,0.640625,0.6781250238418579,0.7281249761581421,0.6312500238418579,0.6637500047683715,0.03719143029288628,982
3,8.34038999080658,0.11704968023002932,0.13089704513549805,0.0021544532104319954,relu,relu,32,0.1,0.1,100,954,categorical_crossentropy,adam,50,500,"{'activation1': 'relu', 'activation2': 'relu', 'batch_size': 32, 'dropout1': 0.1, 'dropout2': 0.1, 'epochs': 100, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 50, 'units2': 500}",0.659375011920929,0.6499999761581421,0.706250011920929,0.7093750238418579,0.637499988079071,0.606249988079071,0.6875,0.703125,0.706250011920929,0.6656249761581421,0.6731249988079071,0.03337173300015879,882
4,7.557052969932556,0.10378732697915741,0.13035304546356202,0.001966474940340347,relu,relu,32,0.1,0.1,100,954,categorical_crossentropy,adam,100,50,"{'activation1': 'relu', 'activation2': 'relu', 'batch_size': 32, 'dropout1': 0.1, 'dropout2': 0.1, 'epochs': 100, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 100, 'units2': 50}",0.6031249761581421,0.6312500238418579,0.628125011920929,0.703125,0.6656249761581421,0.659375011920929,0.675000011920929,0.675000011920929,0.690625011920929,0.6781250238418579,0.6609375059604645,0.029456341097371767,1025
5,7.827406430244446,0.09043376427095624,0.15258440971374512,0.06484038296217975,relu,relu,32,0.1,0.1,100,954,categorical_crossentropy,adam,100,100,"{'activation1': 'relu', 'activation2': 'relu', 'batch_size': 32, 'dropout1': 0.1, 'dropout2': 0.1, 'epochs': 100, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 100, 'units2': 100}",0.65625,0.6312500238418579,0.671875,0.6968749761581421,0.6000000238418579,0.65625,0.6343749761581421,0.668749988079071,0.721875011920929,0.65625,0.659375,0.03244586298471606,1052
6,8.403137493133546,0.13164860291182767,0.13194851875305175,0.002629324145513555,relu,relu,32,0.1,0.1,100,954,categorical_crossentropy,adam,100,200,"{'activation1': 'relu', 'activation2': 'relu', 'batch_size': 32, 'dropout1': 0.1, 'dropout2': 0.1, 'epochs': 100, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 100, 'units2': 200}",0.6656249761581421,0.675000011920929,0.6937500238418579,0.706250011920929,0.637499988079071,0.675000011920929,0.6968749761581421,0.6499999761581421,0.721875011920929,0.659375011920929,0.678125,0.025039039766542637,846
7,10.245808100700378,0.1582878608354934,0.1329658031463623,0.0028642929860381054,relu,relu,32,0.1,0.1,100,954,categorical_crossentropy,adam,100,500,"{'activation1': 'relu', 'activation2': 'relu', 'batch_size': 32, 'dropout1': 0.1, 'dropout2': 0.1, 'epochs': 100, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 100, 'units2': 500}",0.6625000238418579,0.6343749761581421,0.6343749761581421,0.675000011920929,0.659375011920929,0.6625000238418579,0.721875011920929,0.6875,0.715624988079071,0.671875,0.6725000023841858,0.027943865745282404,886
8,10.06773145198822,0.07540069762509753,0.15870087146759032,0.07953298178760612,relu,relu,32,0.1,0.1,100,954,categorical_crossentropy,adam,200,50,"{'activation1': 'relu', 'activation2': 'relu', 'batch_size': 32, 'dropout1': 0.1, 'dropout2': 0.1, 'epochs': 100, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 200, 'units2': 50}",0.6312500238418579,0.621874988079071,0.668749988079071,0.684374988079071,0.6656249761581421,0.6781250238418579,0.6781250238418579,0.6343749761581421,0.7281249761581421,0.6656249761581421,0.6656249940395356,0.029414864158098263,958
9,10.425698256492614,0.22401093831283658,0.13237502574920654,0.002997805049498221,relu,relu,32,0.1,0.1,100,954,categorical_crossentropy,adam,200,100,"{'activation1': 'relu', 'activation2': 'relu', 'batch_size': 32, 'dropout1': 0.1, 'dropout2': 0.1, 'epochs': 100, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 200, 'units2': 100}",0.6499999761581421,0.6312500238418579,0.6781250238418579,0.6875,0.640625,0.659375011920929,0.668749988079071,0.6937500238418579,0.7281249761581421,0.6499999761581421,0.66875,0.027528391860756014,925
10,11.244798612594604,0.06087868870843689,0.13272132873535156,0.0021029733960074176,relu,relu,32,0.1,0.1,100,954,categorical_crossentropy,adam,200,200,"{'activation1': 'relu', 'activation2': 'relu', 'batch_size': 32, 'dropout1': 0.1, 'dropout2': 0.1, 'epochs': 100, 'input_dim': 954, 'loss': 'categorical_crossentropy', 'optimizer': 'adam', 'units1': 200, 'units2': 200}",0.659375011920929,0.643750011920929,0.6656249761581421,0.659375011920929,0.65625,0.659375011920929,0.684374988079071,0.6468750238418579,0.699999988079071,0.6343749761581421,0.6609375,0.01823511358169953,1028
